Date,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,VWAP,Day_Perc_Change,Trend,ave,upper,lower
2018-12-14,SONATSOFTW,EQ,318.05,318.05,322.0,315.2,317.25,317.85,318.95,130735,41698555.1,5443,59317,45.37,12,2018,281.6940892873841,-0.0006288319446627888,Slight or No change,309.343,322.228,296.457
2018-12-17,SONATSOFTW,EQ,317.85,318.15,321.95,314.1,315.75,315.3,318.51,65965,21010286.8,2721,41573,63.02,12,2018,281.7109767550889,-0.008022652194431323,Slight or No change,309.661,322.92,296.401
2018-12-18,SONATSOFTW,EQ,315.3,315.5,316.35,310.7,310.75,311.5,312.15,80188,25030675.9,3969,45885,57.22,12,2018,281.72916269394614,-0.012052013954963579,Slight or No change,310.0,323.182,296.818
2018-12-19,SONATSOFTW,EQ,311.5,313.0,316.0,306.0,309.25,308.95,309.45,99213,30701571.55,4290,53581,54.01,12,2018,281.749707981789,-0.00818619582664526,Slight or No change,310.214,323.209,297.22
2018-12-20,SONATSOFTW,EQ,308.95,309.0,312.55,305.0,305.55,305.5,307.16,70551,21670776.6,3082,41516,58.85,12,2018,281.7624483290399,-0.011166855478232708,Slight or No change,310.15,323.234,297.066
2018-12-21,SONATSOFTW,EQ,305.5,306.9,308.65,301.0,301.95,301.6,303.33,67109,20356496.95,2771,40872,60.9,12,2018,281.77256543806726,-0.012765957446808418,Slight or No change,310.157,323.221,297.093
2018-12-24,SONATSOFTW,EQ,301.6,302.2,304.45,300.05,302.0,301.75,301.64,57077,17216915.5,3381,34649,60.71,12,2018,281.7812270776508,0.0004973474801059918,Slight or No change,310.075,323.348,296.802
2018-12-26,SONATSOFTW,EQ,301.75,298.85,300.4,295.95,298.65,298.15,297.73,44218,13164811.2,2067,27476,62.14,12,2018,281.7867233547719,-0.011930405965203006,Slight or No change,310.05,323.418,296.682
2018-12-27,SONATSOFTW,EQ,298.15,302.0,306.3,300.0,300.0,301.1,301.57,98539,29716063.55,2640,63972,64.92,12,2018,281.8011642016815,0.009894348482307748,Slight or No change,309.311,323.467,295.154
2018-12-28,SONATSOFTW,EQ,301.1,301.1,304.45,299.05,300.1,300.1,300.24,90808,27264607.4,5213,59333,65.34,12,2018,281.8137643881953,-0.003321155762205264,Slight or No change,308.454,323.318,293.589
2018-12-31,SONATSOFTW,EQ,300.1,302.0,305.0,301.05,303.0,302.65,302.59,42897,12980010.05,3500,21747,50.7,12,2018,281.82053977883214,0.00849716761079633,Slight or No change,308.279,323.369,293.188
2019-01-01,SONATSOFTW,EQ,302.65,303.3,304.0,300.2,302.5,302.45,301.94,36231,10939639.75,1081,19084,52.67,1,2019,281.8262039593398,-0.0006608293408226772,Slight or No change,307.354,322.148,292.559
2019-01-02,SONATSOFTW,EQ,302.45,302.85,307.8,300.35,300.4,301.55,303.3,74736,22667657.75,3043,31798,42.55,1,2019,281.83736856405704,-0.0029756984625557426,Slight or No change,306.179,319.905,292.452
2019-01-03,SONATSOFTW,EQ,301.55,301.55,303.0,295.0,295.55,295.25,298.38,111409,33242664.05,6622,78551,70.51,1,2019,281.84867669839457,-0.020892057701873638,Slight or No change,304.55,317.603,291.497
2019-01-04,SONATSOFTW,EQ,295.25,296.0,299.0,294.0,295.0,295.55,295.28,80326,23718817.45,4685,56872,70.8,1,2019,281.85700030280657,0.0010160880609653145,Slight or No change,302.957,314.357,291.558
2019-01-07,SONATSOFTW,EQ,295.55,299.0,301.4,295.0,295.0,295.75,297.27,35909,10674498.25,2335,15464,43.06,1,2019,281.8607723245248,0.0006767044493316554,Slight or No change,301.561,311.082,292.04
2019-01-08,SONATSOFTW,EQ,295.75,295.0,310.5,294.3,309.5,308.35,303.76,262166,79634349.05,12225,134045,51.13,1,2019,281.913175849052,0.04260355029585816,Slight or No change,301.336,309.951,292.721
2019-01-09,SONATSOFTW,EQ,308.35,310.0,311.5,301.2,304.05,305.1,305.08,92901,28342055.95,8010,49830,53.64,1,2019,281.9294190697393,-0.010539970812388557,Slight or No change,301.061,308.833,293.288
2019-01-10,SONATSOFTW,EQ,305.1,306.7,306.7,296.25,298.0,298.15,301.04,77409,23303119.2,8843,47544,61.42,1,2019,281.9388817663921,-0.022779416584726486,Slight or No change,300.536,308.004,293.068
2019-01-11,SONATSOFTW,EQ,298.15,299.0,303.0,295.5,297.05,297.55,297.46,105576,31404142.0,5412,82731,78.36,1,2019,281.95129288323614,-0.0020124098608081953,Slight or No change,300.246,307.849,292.643
2019-01-14,SONATSOFTW,EQ,297.55,296.1,300.0,295.1,298.0,297.2,297.42,62894,18705996.15,2506,40690,64.7,1,2019,281.95851140465464,-0.0011762728953117474,Slight or No change,299.921,307.636,292.207
2019-01-15,SONATSOFTW,EQ,297.2,297.0,306.45,297.0,304.45,305.05,303.84,106024,32213977.2,6038,48239,45.5,1,2019,281.9769240289309,0.026413189771197887,Slight or No change,300.414,308.513,292.315
2019-01-16,SONATSOFTW,EQ,305.05,305.8,309.85,303.95,306.3,306.9,307.13,77135,23690847.6,4690,52456,68.01,1,2019,281.99137379561574,0.006064579577118368,Slight or No change,300.829,309.641,292.017
2019-01-17,SONATSOFTW,EQ,306.9,307.0,332.0,307.0,312.15,312.4,322.48,1169379,377103800.25,24781,239997,20.52,1,2019,282.25632094856417,0.017921146953405076,Slight or No change,301.707,312.448,290.967
2019-01-18,SONATSOFTW,EQ,312.4,312.9,314.9,304.0,307.25,306.15,309.89,136964,42444415.6,3884,67321,49.15,1,2019,282.28067962301566,-0.02000640204865556,Slight or No change,301.957,312.952,290.962
2019-01-21,SONATSOFTW,EQ,306.15,306.0,317.4,301.0,313.8,313.1,311.92,218258,68079385.25,7250,128487,58.87,1,2019,282.33066609210584,0.0227012902172139,Slight or No change,302.718,315.229,290.207
2019-01-22,SONATSOFTW,EQ,313.1,313.1,322.3,310.0,315.5,316.85,317.19,133964,42491806.1,5800,54507,40.69,1,2019,282.3649963933255,0.01197700415202818,Slight or No change,303.811,318.385,289.236
2019-01-23,SONATSOFTW,EQ,316.85,315.5,325.5,315.5,321.0,321.35,322.32,190118,61278019.2,6968,74106,38.98,1,2019,282.41994230515036,0.014202303929303994,Slight or No change,305.675,322.093,289.257
2019-01-24,SONATSOFTW,EQ,321.35,324.9,324.9,316.65,320.35,321.0,320.92,69068,22165011.7,2468,32758,47.43,1,2019,282.43968616272093,-0.0010891551268088495,Slight or No change,307.493,324.698,290.287
2019-01-25,SONATSOFTW,EQ,321.0,321.75,325.0,312.6,321.2,318.3,318.23,116743,37151698.7,4399,71188,60.98,1,2019,282.4706790247804,-0.00841121495327102,Slight or No change,309.104,325.788,292.419
2019-01-28,SONATSOFTW,EQ,318.3,319.5,322.0,309.15,313.8,316.2,314.91,131829,41513802.85,4829,93496,70.92,1,2019,282.5035650708407,-0.006597549481621168,Slight or No change,309.664,326.762,292.567
2019-01-29,SONATSOFTW,EQ,316.2,315.0,318.6,312.2,316.95,316.95,316.34,40465,12800584.5,2594,21401,52.89,1,2019,282.5138709957929,0.0023719165085389626,Slight or No change,310.511,327.807,293.214
2019-01-30,SONATSOFTW,EQ,316.95,314.4,348.0,314.4,322.0,327.65,322.75,61994,20008366.8,2640,37899,61.13,1,2019,282.53455040364474,0.03375926802334739,Slight or No change,312.618,330.602,294.634
2019-01-31,SONATSOFTW,EQ,327.65,322.6,327.15,318.9,321.0,321.05,322.81,44934,14505000.55,2551,23837,53.05,1,2019,282.5473362648893,-0.020143445750038014,Slight or No change,314.296,330.523,298.07
2019-02-01,SONATSOFTW,EQ,321.05,320.1,330.0,318.65,324.25,326.6,326.44,147318,48090953.7,6396,95690,64.95,2,2019,282.59522964704985,0.017287026942843786,Slight or No change,316.396,330.572,302.221
2019-02-04,SONATSOFTW,EQ,326.6,324.9,329.0,323.0,324.9,325.0,324.59,49059,15924132.7,3338,31136,63.47,2,2019,282.6105766550372,-0.004898958971218725,Slight or No change,317.821,331.064,304.579
2019-02-05,SONATSOFTW,EQ,325.0,324.0,327.95,323.45,325.0,325.35,325.65,26612,8666216.25,2402,14624,54.95,2,2019,282.61896567508217,0.0010769230769231974,Slight or No change,319.139,331.33,306.948
2019-02-06,SONATSOFTW,EQ,325.35,331.0,332.4,317.1,327.5,326.55,328.97,263951,86831793.7,4627,217321,82.33,2,2019,282.7043258159509,0.0036883356385430943,Slight or No change,320.15,332.28,308.02
2019-02-07,SONATSOFTW,EQ,326.55,326.55,332.4,326.15,329.15,328.85,328.26,159644,52404926.25,1926,138753,86.91,2,2019,282.75849270510787,0.007043331802174312,Slight or No change,321.771,331.711,311.832
2019-02-08,SONATSOFTW,EQ,328.85,328.25,337.45,324.6,331.7,333.55,332.66,140644,46787160.15,5124,64720,46.02,2,2019,282.81096302691935,0.014292230500227987,Slight or No change,323.232,333.68,312.784
2019-02-11,SONATSOFTW,EQ,333.55,332.05,333.55,322.4,325.15,325.95,327.12,125844,41166274.05,4806,87594,69.61,2,2019,282.8508015403671,-0.022785189626742697,Slight or No change,323.882,333.735,314.029
2019-02-12,SONATSOFTW,EQ,325.95,325.95,334.45,325.0,330.35,330.3,330.73,70896,23447298.6,5935,42612,60.1,2,2019,282.87547470688975,0.013345605154164721,Slight or No change,324.521,334.818,314.225
2019-02-13,SONATSOFTW,EQ,330.3,334.9,341.9,331.5,334.8,335.4,336.53,170176,57269195.45,7960,73674,43.29,2,2019,282.9409523427208,0.015440508628519424,Slight or No change,325.55,337.128,313.972
2019-02-14,SONATSOFTW,EQ,335.4,336.0,337.1,325.55,330.35,332.6,333.64,60740,20265039.2,6228,41430,68.21,2,2019,282.9630381115618,-0.008348240906380311,Slight or No change,326.571,337.915,315.228
2019-02-15,SONATSOFTW,EQ,332.6,332.4,337.0,325.1,333.2,329.85,330.04,176393,58216400.45,7045,136182,77.2,2,2019,283.0235181730863,-0.008268190018039691,Slight or No change,327.546,337.283,317.81
2019-02-18,SONATSOFTW,EQ,329.85,329.85,330.0,323.05,325.05,326.35,326.58,48637,15883716.15,5343,32910,67.66,2,2019,283.0389225647315,-0.010610883735031051,Slight or No change,328.218,335.883,320.553
2019-02-19,SONATSOFTW,EQ,326.35,330.0,337.0,325.3,337.0,334.9,334.19,135590,45313092.7,11249,86841,64.05,2,2019,283.0902752659528,0.026198866247893138,Slight or No change,328.736,337.176,320.296
2019-02-20,SONATSOFTW,EQ,334.9,334.95,353.0,334.85,345.45,344.65,342.84,490993,168332586.75,14402,311597,63.46,2,2019,283.31021901250773,0.029113168109883517,Slight or No change,330.421,341.318,319.525
2019-02-21,SONATSOFTW,EQ,344.65,347.0,351.0,336.05,338.3,338.45,346.3,463145,160386521.95,9126,378320,81.69,2,2019,283.4954273204158,-0.017989264471202637,Slight or No change,331.268,342.713,319.822
2019-02-22,SONATSOFTW,EQ,338.45,336.0,343.55,335.15,336.2,336.9,339.05,55805,18920890.5,3810,25713,46.08,2,2019,283.517032320549,-0.004579701580735729,Slight or No change,332.118,343.323,320.913
2019-02-25,SONATSOFTW,EQ,336.9,339.35,345.0,337.25,342.0,341.55,342.45,307760,105393229.7,9924,266986,86.75,2,2019,283.64622021020875,0.013802315227070537,Slight or No change,333.275,344.811,321.739
2019-02-26,SONATSOFTW,EQ,341.55,339.0,346.5,334.85,342.5,343.0,342.7,492876,168906591.2,19183,415766,84.36,2,2019,283.8570710573191,0.004245352071438946,Slight or No change,334.45,346.379,322.521
2019-02-27,SONATSOFTW,EQ,343.0,343.2,348.5,334.3,340.0,336.95,345.13,399106,137742712.65,5824,347872,87.16,2,2019,284.0093594302253,-0.017638483965014662,Slight or No change,335.029,346.567,323.49
2019-02-28,SONATSOFTW,EQ,336.95,338.0,342.35,335.1,337.5,338.1,338.39,89479,30279108.75,3394,47986,53.63,2,2019,284.0441215183949,0.0034129692832765013,Slight or No change,335.354,346.969,323.738
2019-03-01,SONATSOFTW,EQ,338.1,340.5,344.9,337.5,338.25,339.95,340.75,325809,111017794.95,8239,221778,68.07,3,2019,284.17463881764166,0.005471753918958822,Slight or No change,336.354,346.837,325.87
2019-03-05,SONATSOFTW,EQ,339.95,338.9,347.0,338.85,340.0,340.25,343.42,112054,38481507.5,6475,67199,59.97,3,2019,284.21962699548214,0.0008824827180466953,Slight or No change,337.064,347.12,327.009
2019-03-06,SONATSOFTW,EQ,340.25,341.0,344.0,335.2,335.6,336.4,339.24,96966,32894350.25,8066,56132,57.89,3,2019,284.2558282993885,-0.011315209404849423,Slight or No change,337.136,347.155,327.117
2019-03-07,SONATSOFTW,EQ,336.4,339.55,342.8,336.3,337.75,338.95,339.45,64412,21864784.5,5768,36619,56.85,3,2019,284.28102277285967,0.007580261593341353,Slight or No change,337.589,347.294,327.885
2019-03-08,SONATSOFTW,EQ,338.95,340.0,340.0,330.0,330.0,331.05,333.96,64496,21539316.45,2706,30865,47.86,3,2019,284.30258471303836,-0.023307272459064717,Slight or No change,337.675,347.102,328.248
2019-03-11,SONATSOFTW,EQ,331.05,330.0,333.7,330.0,332.5,332.45,332.15,233054,77409280.05,3022,211839,90.9,3,2019,284.38266098118487,0.004228968433771296,Slight or No change,338.111,345.66,330.561
2019-03-12,SONATSOFTW,EQ,332.45,334.8,338.75,330.0,330.1,331.7,334.11,76644,25607863.55,4822,48206,62.9,3,2019,284.4085273393338,-0.002255978342607934,Slight or No change,337.882,346.021,329.743
2019-03-13,SONATSOFTW,EQ,331.7,333.7,335.5,325.0,327.55,328.8,331.48,194329,64417004.5,6787,145718,74.99,3,2019,284.4699703444953,-0.008742839915586331,Slight or No change,336.75,345.236,328.264
2019-03-14,SONATSOFTW,EQ,328.8,329.25,334.0,327.55,329.0,330.25,330.77,73069,24168923.5,8316,40730,55.74,3,2019,284.49378358780615,0.00440997566909962,Slight or No change,336.164,345.255,327.074
2019-03-15,SONATSOFTW,EQ,330.25,332.8,333.0,318.0,321.6,322.45,325.89,78168,25474319.1,3181,51167,65.46,3,2019,284.51489316951063,-0.023618470855412577,Slight or No change,335.132,346.783,323.481
2019-03-18,SONATSOFTW,EQ,322.45,323.85,325.45,320.0,320.05,320.95,322.06,51577,16610727.55,4650,32271,62.57,3,2019,284.52825864755243,-0.004651884013025298,Slight or No change,333.661,346.914,320.408
2019-03-19,SONATSOFTW,EQ,320.95,321.0,327.65,318.5,321.9,322.0,321.37,109701,35254158.45,6389,79334,72.32,3,2019,284.55747218304333,0.003271537622682619,Slight or No change,332.161,345.612,318.709
2019-03-20,SONATSOFTW,EQ,322.0,323.9,334.45,323.0,334.0,330.1,329.44,225752,74372371.25,7824,87328,38.68,3,2019,284.6304216613899,0.025155279503105588,Slight or No change,331.671,344.869,318.474
2019-03-22,SONATSOFTW,EQ,330.1,333.15,341.0,330.25,331.95,332.4,333.39,117327,39115563.75,6274,46804,39.89,3,2019,284.67015558355064,0.0069675855801269995,Slight or No change,331.264,343.949,318.58
2019-03-25,SONATSOFTW,EQ,332.4,330.0,332.0,325.25,327.6,327.35,327.35,92899,30410811.1,9331,69111,74.39,3,2019,284.6982461176262,-0.015192539109506463,Slight or No change,330.364,342.15,318.578
2019-03-26,SONATSOFTW,EQ,327.35,326.4,333.75,326.05,331.5,330.65,328.93,81738,26885768.3,4609,56436,69.04,3,2019,284.72484116716777,0.010080953108293713,Slight or No change,329.679,340.015,319.342
2019-03-27,SONATSOFTW,EQ,330.65,331.5,339.0,331.5,336.2,337.85,335.43,96297,32301298.45,2284,65560,68.08,3,2019,284.76103975944784,0.02177529109330112,Slight or No change,329.782,340.433,319.131
2019-03-28,SONATSOFTW,EQ,337.85,340.0,346.6,333.5,333.5,335.15,340.98,184740,62992385.55,13568,95461,51.67,3,2019,284.8268218517871,-0.00799171229835738,Slight or No change,329.511,339.315,319.706
2019-03-29,SONATSOFTW,EQ,335.15,336.9,340.0,335.0,339.7,337.7,337.3,57263,19314644.95,2061,30790,53.77,3,2019,284.84820861966205,0.007608533492466041,Slight or No change,329.986,340.712,319.259
2019-04-01,SONATSOFTW,EQ,337.7,340.0,344.2,339.95,341.5,341.4,341.72,60896,20809255.95,1878,40741,66.9,4,2019,284.8725241643369,0.010956470239857907,Slight or No change,330.625,342.934,318.316
2019-04-02,SONATSOFTW,EQ,341.4,341.85,349.95,340.55,349.4,348.3,346.66,215923,74851376.55,8048,95904,44.42,4,2019,284.9690766801818,0.020210896309314608,Slight or No change,331.811,347.342,316.279
2019-04-03,SONATSOFTW,EQ,348.3,355.0,364.1,348.5,354.0,352.3,358.54,379487,136061876.9,13050,131362,34.62,4,2019,285.14873129839185,0.01148435256962399,Slight or No change,333.489,352.343,314.635
2019-04-04,SONATSOFTW,EQ,352.3,348.7,351.85,341.0,346.55,345.85,345.03,122715,42340420.5,4678,67807,55.26,4,2019,285.201060941456,-0.01830826000567698,Slight or No change,334.604,354.451,314.756
2019-04-05,SONATSOFTW,EQ,345.85,346.6,350.0,345.0,345.25,346.45,347.15,51552,17896271.3,4806,34489,66.9,4,2019,285.22323469350766,0.0017348561515106995,Slight or No change,336.318,355.785,316.85
2019-04-08,SONATSOFTW,EQ,346.45,349.0,349.3,342.85,346.0,346.7,345.95,122711,42451708.6,5741,87181,71.05,4,2019,285.2761663532032,0.0007216048491844872,Slight or No change,338.157,356.182,320.132
2019-04-09,SONATSOFTW,EQ,346.7,346.05,348.35,333.3,339.9,339.55,339.96,134984,45888743.55,6468,86346,63.97,4,2019,285.327521345453,-0.02062301701759439,Slight or No change,339.411,354.851,323.97
2019-04-10,SONATSOFTW,EQ,339.55,338.1,342.5,335.5,337.6,338.75,338.59,60675,20544086.25,3639,40191,66.24,4,2019,285.35023353573587,-0.002356059490502216,Slight or No change,340.029,354.528,325.529
2019-04-11,SONATSOFTW,EQ,338.75,338.0,341.0,330.45,334.0,333.6,334.68,47157,15782599.25,1723,32296,68.49,4,2019,285.36617114244586,-0.015202952029520269,Slight or No change,340.114,354.432,325.796
2019-04-12,SONATSOFTW,EQ,333.6,333.75,336.9,330.85,334.1,334.85,334.13,35113,11732433.8,1661,18565,52.87,4,2019,285.3783387768368,0.0037470023980814564,Slight or No change,340.65,353.385,327.915
2019-04-15,SONATSOFTW,EQ,334.85,336.85,341.35,334.45,339.85,338.45,338.66,28961,9807895.45,2736,15902,54.91,4,2019,285.3891000358454,0.01075108257428692,Slight or No change,341.207,352.677,329.738
2019-04-16,SONATSOFTW,EQ,338.45,341.0,343.85,338.0,338.5,339.05,340.26,30438,10356743.6,1483,14370,47.21,4,2019,285.4005332508658,0.0017727877086719523,Slight or No change,341.293,352.672,329.914
2019-04-18,SONATSOFTW,EQ,339.05,337.0,341.3,331.0,336.4,333.2,333.83,50384,16819796.35,2011,31392,62.31,4,2019,285.417385460744,-0.017254092316767555,Slight or No change,341.154,352.898,329.409
2019-04-22,SONATSOFTW,EQ,333.2,335.0,335.25,327.1,330.5,330.5,331.09,68596,22711134.15,1660,53154,77.49,4,2019,285.43901466988314,-0.008103241296518626,Slight or No change,340.639,353.603,327.676
2019-04-23,SONATSOFTW,EQ,330.5,327.1,331.75,326.0,327.45,327.25,329.9,67023,22110677.25,1477,53263,79.47,4,2019,285.45860507802996,-0.009833585476550666,Slight or No change,339.629,354.415,324.842
2019-04-24,SONATSOFTW,EQ,327.25,329.45,333.15,327.1,330.0,330.55,330.19,46270,15277923.85,1851,31708,68.53,4,2019,285.47318589746527,0.010084033613445342,Slight or No change,338.361,352.987,323.734
2019-04-25,SONATSOFTW,EQ,330.55,330.6,333.95,330.0,330.15,332.15,332.47,29746,9889774.55,2449,17940,60.31,4,2019,285.48288716024337,0.004840417486008164,Slight or No change,336.921,349.455,324.388
2019-04-26,SONATSOFTW,EQ,332.15,333.8,336.0,327.0,330.0,330.1,331.59,26603,8821291.1,2641,14198,53.37,4,2019,285.49117897991766,-0.0061719102814992155,Slight or No change,335.796,347.689,323.904
2019-04-30,SONATSOFTW,EQ,330.1,327.1,335.0,325.35,329.5,331.35,330.67,54879,18147025.75,2799,25167,45.86,4,2019,285.5087533747466,0.0037867312935473407,Slight or No change,334.718,345.09,324.346
2019-05-02,SONATSOFTW,EQ,331.35,330.0,334.0,330.0,332.0,331.2,331.63,27787,9214997.35,1759,18069,65.03,5,2019,285.5176176189181,-0.00045269352648269484,Slight or No change,333.611,341.48,325.741
2019-05-03,SONATSOFTW,EQ,331.2,334.4,334.4,323.15,330.0,328.05,326.44,70304,22950021.7,4388,34732,49.4,5,2019,285.53848431384466,-0.009510869565217295,Slight or No change,332.789,340.384,325.194
2019-05-06,SONATSOFTW,EQ,328.05,325.0,334.8,321.55,329.0,329.85,327.97,119013,39032822.25,3723,85542,71.88,5,2019,285.57525522494336,0.005486968449931462,Slight or No change,332.154,339.058,325.249
2019-05-07,SONATSOFTW,EQ,329.85,331.2,345.55,330.0,341.8,340.5,339.72,177235,60210761.2,6202,83876,47.32,5,2019,285.64304661771365,0.03228740336516589,Slight or No change,332.646,340.857,324.436
2019-05-08,SONATSOFTW,EQ,340.5,347.0,347.0,333.1,335.5,338.1,337.34,69025,23284578.45,4327,33470,48.49,5,2019,285.6682499397421,-0.007048458149779724,Slight or No change,332.879,341.53,324.227
2019-05-09,SONATSOFTW,EQ,338.1,337.0,337.0,331.65,332.0,332.95,333.6,36413,12147467.0,1737,19095,52.44,5,2019,285.6802308068854,-0.015232179828453263,Slight or No change,332.486,340.525,324.447
2019-05-10,SONATSOFTW,EQ,332.95,330.05,335.0,330.05,333.0,332.85,332.03,35325,11729018.0,3454,20903,59.17,5,2019,285.69182331541236,-0.0003003453972066916,Slight or No change,332.043,339.154,324.932
2019-05-13,SONATSOFTW,EQ,332.85,334.6,342.0,332.0,337.7,339.8,338.57,99259,33606229.05,4240,55470,55.88,5,2019,285.7291624711837,0.020880276400781158,Slight or No change,332.514,340.743,324.286
